text,label
"stars matthew perry and elizabeth hurley illicit more than a chuckle , and more jokes land than crash , but ultimately serving sara doesn't distinguish itself from the herd .",0
for the most part stevens glides through on some solid performances and witty dialogue .,1
secretary is not a movie about fetishism . it is a movie about passion .,1
sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments .,1
the basic premise is intriguing but quickly becomes distasteful and downright creepy .,0
"fast and funny , an action cartoon that's suspenseful enough for older kids but not too scary for the school-age crowd .",1
it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,1
a suffocating rape-payback horror show that hinges on the subgenre's most enabling victim . . . and an ebullient affection for industrial-model meat freezers .,0
it's sort of a 21st century morality play with a latino hip hop beat . but the second half of the movie really goes downhill .,0
"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",1
we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkans conflict .,0
"a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one's actions .",1
often silly  and gross  but it's rarely as moronic as some campus gross-out films .,0
you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,0
otto-sallies has a real filmmaker's eye .,1
"a triumph of art direction over narrative , but what art direction !",1
"wraps itself in the guise of a dark and quirky comedy , but it isn't as quirky as it thinks it is and its comedy is generally mean-spirited .",0
"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life's urgent questions .",1
"the results , if not memorable , are at least interesting .",1
works because reno doesn't become smug or sanctimonious towards the audience .,1
what makes it worth watching is quaid's performance .,1
ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made christmas card .,1
"soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable .",0
the picture emerges as a surprisingly anemic disappointment .,0
"if you like blood , guts and crazy beasts stalking men with guns though . . . you will likely enjoy this monster .",1
such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,0
"doesn't deliver a great story , nor is the action as gripping as in past seagal films .",0
"comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire .",0
"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .",1
"it's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .",1
a quiet family drama with a little bit of romance and a dose of darkness .,1
qualities that were once amusing are becoming irritating .,0
"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins .",1
". . . a spoof comedy that carries its share of laughs  sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .",1
"yes , one enjoys seeing joan grow from awkward young woman to strong , determined monarch , but her love for the philandering philip only diminishes her stature .",0
a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .,1
"going to this movie is a little like chewing whale blubber - it's an acquired taste that takes time to enjoy , but it's worth it , even if it does take 3 hours to get through .",1
this is one of the year's best films .,1
"puportedly "" based on true events , "" a convolution of language that suggests it's impossible to claim that it is "" based on a true story "" with a straight face .",0
"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances .",1
"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .",0
not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,0
"behind the glitz , hollywood is sordid and disgusting . quelle surprise !",0
"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",0
feels familiar and tired .,0
"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",1
"a solid , psychological action film from hong kong .",1
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss , there isn't a redeeming moment here .",0
"ryan gosling is , in a word , brilliant as the conflicted daniel .",1
just another combination of bad animation and mindless violence . . . lacking the slightest bit of wit or charm .,0
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",0
"it tries too hard , and overreaches the logic of its own world .",0
i'd watch these two together again in a new york minute .,1
only two-fifths of a satisfying movie experience .,0
"this is pure , exciting moviemaking . you won't exactly know what's happening but you'll be blissfully exhausted .",1
"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep . i like frank the pug , though .",0
"maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",0
"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti",0
"the message of such reflections--intentional or not--is that while no art grows from a vacuum , many artists exist in one .",1
"though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .",1
does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .,0
it is definitely worth seeing .,1
"if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material .",1
this horror-comedy doesn't go for the usual obvious laughs at the expense of cheap-looking monsters -- unless you count elvira's hooters .,1
"it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental .",0
"it's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it's about as exciting as a sunburn .",0
hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation .,1
"fine acting but there is no sense of connecting the dots , just dots .",1
i've heard that the fans of the first men in black have come away hating the second one . i wonder why . they felt like the same movie to me .,0
a dreary indulgence .,0
"as pure over-the-top trash , any john waters movie has it beat by a country mile .",0
a painfully funny ode to bad behavior .,1
nicely serves as an examination of a society in transition .,1
"while the film is competent , it's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .",0
"circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets .",0
"at times a bit melodramatic and even a little dated ( depending upon where you live ) , ignorant fairies is still quite good-natured and not a bad way to spend an hour or two .",1
". . . the good and different idea [of middle-aged romance] is not handled well and , except for the fine star performances , there is little else to recommend "" never again . """,0
"even if the ride's a little bumpy , with a final lap that's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying .",1
"bartlett's hero remains a reactive cipher , when opening the man's head and heart is the only imaginable reason for the film to be made .",0
"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .",1
all the well-meaningness in the world can't erase the fact that the believer feels like a 12-step program for the jewish nazi .,0
"the vintage is pure '87 , with a halfhearted twist on its cautionary message : fatal attraction = don't have an affair with a nutjob ; unfaithful = don't if you're married to one .",0
"stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 .",1
"a great ending doesn't make up for a weak movie , and crazy as hell doesn't even have a great ending .",0
"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace .",0
"witty , touching and well paced .",1
this dramatically shaky contest of wills only reiterates the old hollywood saw : evil is interesting and good is boring .,0
"whatever one makes of its political edge , this is beautiful filmmaking from one of french cinema's master craftsmen .",1
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .",0
"about schmidt is undoubtedly one of the finest films of the year . if you're not deeply touched by this movie , check your pulse .",1
"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers .",1
"hey , who else needs a shower ?",1
resembles a soft porn brian de palma pastiche .,0
"after an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .",0
"it's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .",1
"her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless .",0
"the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting ( and funnier ) than his .",0
"in the end , the movie bogs down in insignificance , saying nothing about kennedy's assassination and revealing nothing about the pathology it pretends to investigate .",0
haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed .,1
"this movie may not have the highest production values you've ever seen , but it's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep .",1
propelled not by characters but by caricatures .,0
"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .",0
"the film makes strong arguments regarding the social status of america's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .",0
"imagine the cleanflicks version of 'love story , ' with ali macgraw's profanities replaced by romance-novel platitudes .",0
"as the movie dragged on , i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .",0
"while some of the camera work is interesting , the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .",0
"'it's better to go in knowing full well what's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . '",1
"the movie , while beautiful , feels labored , with a hint of the writing exercise about it .",0
"beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes .",1
"it believes it's revealing some great human truths , when , in reality , it's churning ground that has long passed the point of being fertile .",0
"carrying this wafer-thin movie on his nimble shoulders , chan wades through putrid writing , direction and timing with a smile that says , 'if i stay positive , maybe i can channel one of my greatest pictures , drunken master . '",0
"[davis] has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race .",0
"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .",0
one from the heart .,1
eh .,0
"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .",0
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam .",0
everything that's worthwhile about collision course can already be seen on television .,0
""" frailty "" has been written so well , that even a simple "" goddammit ! "" near the end takes on a whole other meaning .",1
is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?,0
"it's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet .",0
"this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit .",1
the plot meanders from gripping to plodding and back .,0
"eventually arrives at its heart , as simple self-reflection meditation .",0
"this film seems thirsty for reflection , itself taking on adolescent qualities .",1
"this is a smart movie that knows its classical music , knows its freud and knows its sade .",1
"it's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke .",1
"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch .",1
the best way to hope for any chance of enjoying this film is by lowering your expectations . then lower them a bit more .,0
avary's film never quite emerges from the shadow of ellis' book .,0
it's a bad action movie because there's no rooting interest and the spectacle is grotesque and boring .,0
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz .",0
"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being .",1
the premise of jason x is silly but strangely believable .,1
"while the humor is recognizably plympton , he has actually bothered to construct a real story this time .",1
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,0
brisk hack job .,0
a sentimental but entirely irresistible portrait of three aging sisters .,1
"a modestly comic , modestly action-oriented world war ii adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight .",0
"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .",0
a lively and engaging examination of how similar obsessions can dominate a family .,1
plummer steals the show without resorting to camp as nicholas' wounded and wounding uncle ralph . it's a great performance and a reminder of dickens' grandeur .,1
diane lane works nothing short of a minor miracle in unfaithful .,1
playfully profound . . . and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows .,1
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive "" missing thing . """,1
"family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",1
it provides an honest look at a community striving to anchor itself in new grounds .,1
a beautifully made piece of unwatchable drivel .,0
"a hugely rewarding experience that's every bit as enlightening , insightful and entertaining as grant's two best films -- four weddings and a funeral and bridget jones's diary .",1
"funny , sexy , devastating and incurably romantic .",1
the cold turkey would've been a far better title .,0
touché !,1
it is just too bad the film's story does not live up to its style .,0
"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",0
"this is not an easy film . but it could be , by its art and heart , a necessary one .",1
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,0
the film's maudlin focus on the young woman's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking .,0
an extraordinary dramatic experience .,1
"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0
"it would be great to see this turd squashed under a truck , preferably a semi .",0
a zinger-filled crowd-pleaser that open-minded elvis fans ( but by no means all ) will have fun with .,1
"even in its most tedious scenes , russian ark is mesmerizing .",1
"like an afterschool special with costumes by gianni versace , mad love looks better than it feels .",0
a decent-enough nail-biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood .,1
"a few hours after you've seen it , you forget you've been to the movies .",0
"[haynes'] homage to such films as "" all that heaven allows "" and "" imitation of life "" transcends them . simply put , "" far from heaven "" is a masterpiece .",1
"though it's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans' saga of hollywood excess .",1
"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",1
. . . a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .,0
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible . suffice to say its total promise is left slightly unfulfilled .",0
bond-inspired ? certainly . likely to have decades of life as a classic movie franchise ? let's hope not .,0
"a strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing spider-man .",1
"each punch seen through prison bars , the fights become not so much a struggle of man vs . man as brother-man vs . the man .",1
"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program .",0
it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,1
[sam's] self-flagellation is more depressing than entertaining .,0
"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure .",0
"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? into how long is this movie ?",0
nicole kidman makes it a party worth attending .,1
"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama .",0
a giddy and provocative sexual romp that has something to say .,1
"rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle",1
"not a film to rival to live , but a fine little amuse-bouche to keep your appetite whetted .",1
""" it's all about the image . """,1
the sequel has turned completely and irrevocably bizarre to the point of utter nonsense .,0
"its gross-out gags and colorful set pieces . . . are of course stultifyingly contrived and too stylized by half . still , it gets the job done -- a sleepy afternoon rental .",1
returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age .,1
what was once original has been co-opted so frequently that it now seems pedestrian .,0
the iditarod lasts for days - this just felt like it did .,0
anthony hopkins ? big deal ! we've already seen the prequel to the silence of the lambs and hannibal -- and it was better the first time .,0
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,0
"the delicious trimmingsarrive early and stay late , filling nearly every minutewith a lighthearted glow , some impudent snickers , and a glorious dose of humankind's liberating ability to triumph over a scrooge or two .",1
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1
"if it's seldom boring , well , it's also rarely coherent .",0
"this time , the hype is quieter , and while the movie is slightly less successful than the first , it's still a rollicking good time for the most part .",1
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .",1
"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",0
first-time director joão pedro rodrigues' unwillingness to define his hero's background or motivations becomes more and more frustrating as the film goes on .,0
"it's the sweet cinderella story that "" pretty woman "" wanted to be .",1
"there's no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version .",0
"cheap , vulgar dialogue and a plot that crawls along at a snail's pace .",0
. . . too sappy for its own good .,0
"the performers are so spot on , it is hard to conceive anyone else in their roles .",1
"a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise .",1
a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,1
"finally , a genre movie that delivers -- in a couple of genres , no less .",1
"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movie",0
rubbo runs through a remarkable amount of material in the film's short 90 minutes .,1
"[director] byler may yet have a great movie in him , but charlotte sometimes is only half of one .",0
merci pour le movie .,1
"director-chef gabriele muccino keeps it fast -- zippy , comin' at ya -- as if fearing that his film is molto superficiale .",0
"sluggishly directed by episodic tv veteran joe zwick , it's a sitcom without the snap-crackle .",0
there's suspension of disbelief and then there's bad screenwriting . . . this film packs a wallop of the latter .,0
"[h]ad i suffered and bled on the hard ground of ia drang , i'd want something a bit more complex than we were soldiers to be remembered by .",0
"as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting .",0
"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .",1
a chiller resolutely without chills .,0
a listless and desultory affair .,0
"just like hearst's enormous yacht , it's slow and unwieldy and takes a long time to reach its destination .",0
"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",0
"writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .",0
"the production has been made with an enormous amount of affection , so we believe these characters love each other .",1
does little more than play an innocuous game of fill-in- the-blanks with a tragic past .,0
"it has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .",0
"though ganesh is successful in a midlevel sort of way , there's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .",0
captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,1
chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy .,0
a sudsy cautionary tale .,0
polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?,1
nothing about this movie works .,0
too much of it feels unfocused and underdeveloped .,0
"it may not be a great piece of filmmaking , but its power comes from its soul's-eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .",1
"this charming , thought-provoking new york fest of life and love has its rewards .",1
for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,1
"they're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood .",1
"a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers .",1
well-meaning but inert .,0
indifferently implausible popcorn programmer of a movie .,0
"after seeing swept away , i feel sorry for madonna .",0
a wretched movie that reduces the second world war to one man's quest to find an old flame .,0
"even if you're an agnostic carnivore , you can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor .",1
"stuffy , full of itself , morally ambiguous and nothing to shout about .",0
"simplistic , silly and tedious .",0
the first fatal attraction was vile enough . do we really need the tiger beat version ?,0
"in its own way , joshua is as blasphemous and nonsensical as a luis buñuel film without the latter's attendant intelligence , poetry , passion , and genius .",0
"it virtually defines a comedy that's strongly mediocre , with funny bits surfacing every once in a while .",0
"one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .",0
"with a large cast representing a broad cross-section , tavernier's film bounds along with the rat-a-tat energy of "" his girl friday , "" maintaining a light touch while tackling serious themes .",1
so refreshingly incisive is grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .,1
"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",1
what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers .,0
overly long and worshipful bio-doc .,0
the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they'll get plenty ) fills me with revulsion .,0
"massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history .",1
a big fat pain .,0
"[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not .",1
"although it includes a fair share of dumb drug jokes and predictable slapstick , "" orange county "" is far funnier than it would seem to have any right to be .",1
"christina ricci comedy about sympathy , hypocrisy and love is a misfire .",0
"the inevitable double- and triple-crosses arise , but the only drama is in waiting to hear how john malkovich's reedy consigliere will pronounce his next line .",0
"it may be a prize winner , but teacher is a bomb .",0
another entertaining romp from robert rodriguez .,1
"with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland's wild soil -- and the rock once again resists the intrusion .",0
. . . would be a total loss if not for two supporting performances taking place at the movie's edges .,0
"lejos del paraíso es al mismo tiempo una fiesta para los ojos y oídos y un movilizador cuadro de personajes enfrentados a sus propios deseos , miedos y prejuicios .",1
"the actors are appealing , but elysian fields is idiotic and absurdly sentimental .",0
the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated .,0
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .",0
woody allen has really found his groove these days . the problem is that it is one that allows him to churn out one mediocre movie after another .,0
"by the end of the movie , you're definitely convinced that these women are spectacular .",1
"once the audience figure out what's being said , the filmmaker's relative passivity will make it tough for them to really care .",0
"it's endlessly inventive , consistently intelligent and sickeningly savage .",1
"for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown .",0
"its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .",0
an impeccable study in perversity .,1
os problemas têm início a partir do momento em que saímos do cinema e começamos a pensar sobre o que acabamos de ver . É então que sinais realmente desaponta .,1
"'it's painful to watch witherspoon's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . '",0
schindler's list it ain't .,0
"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original .",0
"young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",1
it seems grant doesn't need the floppy hair and the self-deprecating stammers after all .,1
the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts .,0
"haneke keeps us at arm's length . guided more by intellect than heart , his story flattens instead of sharpens .",0
"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging . . . the isle defies an easy categorization .",0
"as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .",0
truly terrible .,0
succeeds in providing a disquiet world the long-dreaded completion of the police academy series .,0
late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u . s . viewers off their feet .,0
"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",0
"thoughtful , even stinging at times , and lots of fun .",1
"what redeems the film is the cast , particularly the ya-yas themselves .",1
"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",0
"the heart of the film is a touching reflection on aging , suffering and the prospect of death .",1
dignified ceo's meet at a rustic retreat and pee against a tree . can you bear the laughter ?,0
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes",0
nair doesn't treat the issues lightly . she allows each character to confront their problems openly and honestly .,1
"for all its violence , the movie is remarkably dull with only caine making much of an impression .",0
"an amalgam of the fugitive , blade runner , and total recall , only without much energy or tension .",0
the film equivalent of a toy chest whose contents get scattered over the course of 80 minutes .,0
"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry .",1
damon brings the proper conviction to his role as [jason bourne] .,1
helps to remind the first world that hiv/aids is far from being yesterday's news .,1
"you can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer . thumbs down .",0
". . . a good , if not entirely fresh , look at war .",1
"the last kiss will probably never achieve the popularity of my big fat greek wedding , but its provocative central wedding sequence has far more impact .",1
"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",0
"the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",1
"without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions .",1
"the overall feel of the film is pretty cheesy , but there's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction .",0
a movie that's about as overbearing and over-the-top as the family it depicts .,0
"stinks from start to finish , like a wet burlap sack of gloom .",0
highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,1
"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .",0
"what 'dumb and dumber' would have been without the vulgarity and with an intelligent , life-affirming script .",1
the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guys .,0
"eastwood winces , clutches his chest and gasps for breath . it's a spectacular performance - ahem , we hope it's only acting .",0
"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you don't care who fires the winning shot .",0
low rent from frame one .,0
"for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .",1
"filmmaker stacy peralta has a flashy editing style that doesn't always jell with sean penn's monotone narration , but he respects the material without sentimentalizing it .",1
the film's only missteps come from the script's insistence on providing deep emotional motivation for each and every one of abagnale's antics .,1
a thoroughly entertaining comedy that uses grant's own twist of acidity to prevent itself from succumbing to its own bathos .,1
a cumbersome and cliche-ridden movie greased with every emotional device known to man .,0
"though jackson doesn't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",1
every so often a movie comes along that confirms one's worse fears about civilization as we know it . the new guy is one of them .,0
directors brett morgen and nanette burstein have put together a bold biographical fantasia .,1
"dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",1
"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap ( literally ) .",0
""" mr . deeds "" is suitable summer entertainment that offers escapism without requiring a great deal of thought .",1
"despite a quieter middle section , involving aragorn's dreams of arwen , this is even better than the fellowship . there are scenes of cinematic perfection that steal your heart away .",1
rarely does a film so graceless and devoid of merit as this one come along .,0
"although jackson is doubtless reserving the darkest hours for the return of the king , we long for a greater sense of urgency in the here and now of the two towers .",1
"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take .",0
a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .,0
"it will not appeal to the impatient , but those who like long books and movies will admire the way it accumulates power and depth .",1
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .,1
"another one of those estrogen overdose movies like "" divine secrets of the ya ya sisterhood , "" except that the writing , acting and character development are a lot better .",1
"a predictable , manipulative stinker . the story passes time until it's time for an absurd finale of twisted metal , fireballs and revenge .",0
"plodding , peevish and gimmicky .",0
"a smart , witty follow-up .",1
if only merchant paid more attention the story .,0
a great ensemble cast can't lift this heartfelt enterprise out of the familiar .,0
kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,1
audacious-impossible yet compelling . . .,1
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan's madness .",1
"what is 100% missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .",0
